geometry,beta,criterion,kind,level,gap,inner_r,outer_r,inner_count,outer_count,same_sector,same_shell,deficit_fill,completion_gain
cubic,0.0,score_iso,fft_phase_6,0.15,3.5581305861527337,5.667253864635478,9.225384450788212,97.0,136.0,0.9271972556763947,0.9863459161909988,0.010582044355430711,0.006868937294217635
cubic,0.0,score_iso,fft_phase_6,0.25,4.167523310497516,4.780183293116992,8.947706603614508,52.0,113.0,0.8537173533580681,0.9874607369815207,0.011240491715609889,0.0070796178377005616
cubic,0.0,score_iso,fft_phase_6,0.35,3.6984360247626027,5.3321550792766645,9.030591104039267,42.0,68.0,0.8245298475360319,0.9891848629366843,0.007357894479003625,0.011184557859020571
cubic,0.0,score_iso,fft_phase_6,0.44999999999999996,3.0868311080900996,6.866283928262075,9.953115036352175,32.0,27.0,0.7735917097526444,0.95608548287295,-0.01028641723423148,0.005394473328650531
cubic,0.0,score_iso,fft_phase_7,0.05,3.7915447802377438,5.389318721241467,9.18086350147921,99.0,152.0,0.9288842493100194,0.9917781650577523,-0.002478256619020243,0.0066801534074701074
cubic,0.0,score_iso,fft_phase_7,0.15,3.4806435022020876,5.676912226009539,9.157555728211626,85.0,123.0,0.8642209218881652,0.9886453424336055,0.017334595901553573,-0.0019391784341659425
cubic,0.0,score_iso,fft_phase_7,0.25,3.7895819426125312,5.1335590927329475,8.923141035345479,65.0,121.0,0.8602450808797004,0.9794435389565975,0.009349649804522124,0.001678205817647098
cubic,0.0,score_iso,fft_phase_7,0.35,3.2362410607377763,5.940036891792029,9.176277952529805,41.0,68.0,0.7884864259125182,0.9850352461720551,0.009947986014365192,0.008389668280383338
cubic,0.0,score_iso,fft_phase_7,0.44999999999999996,3.7152434265431227,5.233297266261432,8.948540692804555,34.0,37.0,0.6526580211853351,0.9844556006355687,0.03717320299515822,0.010685526338033388
cubic,0.0,score_iso,fft_phase_7,0.5499999999999999,3.013492228035574,5.435777586323651,8.449269814359225,11.0,11.0,0.3848488205259027,0.9757792604297415,0.04327617809177016,0.00664263502526423
cubic,0.0,q_only,real,0.05,1.5439582731785277,5.890353084900229,7.434311358078757,192.0,144.0,0.9362443754531979,0.9534174521018614,0.015367436481127372,-0.0028548412058105876
cubic,0.0,q_only,real,0.25,1.1440036658708426,8.276718174837544,9.420721840708387,56.0,48.0,0.99304561695049,0.9948610927448298,-0.021366183720769587,0.002863206433857339
cubic,0.0,q_only,fft_phase_0,0.05,3.737335305937159,5.345957397239572,9.083292703176731,59.0,107.0,0.8419125595338979,0.9774586651571648,0.005808237375624359,0.006745570789607538
cubic,0.0,q_only,fft_phase_0,0.15,3.522080482108108,5.6850160554762725,9.20709653758438,69.0,114.0,0.9549716244128486,0.9899035544736271,-0.015062423000445142,-0.00044986710165078117
cubic,0.0,q_only,fft_phase_0,0.25,3.136166348753462,5.867167568256186,9.003333917009648,56.0,89.0,0.8873302120973864,0.993163534302544,-0.005324431407176852,0.004529870697520205
cubic,0.0,q_only,fft_phase_0,0.35,3.4193245716162837,5.608110686862678,9.027435258478961,53.0,83.0,0.9192655251992546,0.9924725243600139,0.005184296962914253,-0.0008255860372342987
cubic,0.0,q_only,fft_phase_0,0.44999999999999996,3.4105337380453067,5.867086633174284,9.27762037121959,43.0,50.0,0.821472261775232,0.9669898167397071,0.010546498637872537,0.0011533056975647007
cubic,0.0,q_only,fft_phase_0,0.5499999999999999,4.024434284752058,3.9579790534049257,7.9824133381569835,15.0,31.0,0.7097535232739611,0.9800610568686632,0.004803127285118884,0.01157622244717944
cubic,0.0,q_only,fft_phase_0,0.65,3.515248991838533,5.143649919537479,8.658898911376012,17.0,18.0,0.4908577881848253,0.9325073898705024,0.020135317473846576,0.011729973578663802
cubic,0.0,q_only,fft_phase_1,0.05,3.7726641431288623,5.52947822960761,9.302142372736473,91.0,150.0,0.9139171785932686,0.9713791411165134,0.002689746864393404,0.014118293536422502
cubic,0.0,q_only,fft_phase_1,0.15,3.6429890055798078,5.467592047817072,9.11058105339688,83.0,114.0,0.9297821122737571,0.9884043491045456,-0.0023742436346090856,0.0019848858290413517
cubic,0.0,q_only,fft_phase_1,0.25,3.8374629606504183,5.431904079262996,9.269367039913414,69.0,111.0,0.8376139422695328,0.9731062030211469,0.010793816441928353,0.0023912012043613706
cubic,0.0,q_only,fft_phase_1,0.35,3.414233506288407,5.914768579139577,9.329002085427984,44.0,51.0,0.8331512696372543,0.985630464961968,-0.008790054270486389,0.006312136839408231
cubic,0.0,q_only,fft_phase_1,0.44999999999999996,3.4393191654179196,5.505178506728632,8.944497672146552,27.0,19.0,0.7953590482772264,0.994322304356767,-0.027265135639036528,-0.008271598794837404
cubic,0.0,q_only,fft_phase_1,0.5499999999999999,3.991166710237688,5.615320665043746,9.606487375281434,12.0,15.0,0.46187855324449445,0.9553557200619772,0.033543717750019,0.005462697973674241
cubic,0.0,q_only,fft_phase_2,0.05,3.820739599393643,5.362027809172328,9.18276740856597,108.0,143.0,0.9098686337875693,0.9785857610435471,-6.535771238424387e-05,0.003949160471645098
cubic,0.0,q_only,fft_phase_2,0.15,3.84110146051081,5.277475514037743,9.118576974548553,73.0,115.0,0.8880323764821353,0.9857119725540542,-0.0018053298176998953,0.005551712334545347
