beta,target,same_sector,carrier_vs_space_sector,same_sector_z,carrier_space_z,transition_combo_z,transition_combo_exc,bw_selected,inner_r,outer_r,gap
10.0,0.73,0.8484903164878765,0.03610954195072491,33133817185.45452,36514629927.254524,34824223556.35452,0.85,0.008805555555555556,5.010001960932779,7.129070842908007,2.1190688819752292
10.0,0.74,0.817042692586556,-0.03225583927804627,30922025196.142902,24680116397.801666,27801070796.972286,0.8478260869565217,0.007041666666666667,5.591289204536163,7.14575153111263,1.5544623265764683
10.0,0.75,0.8081627984539677,-0.054089827497708555,16304462418.670155,2446225543.5310426,9375343981.1006,0.8478260869565217,0.0072499999999999995,4.946762635851547,6.43269789959547,1.4859352637439238
10.0,0.76,0.8628491718016629,0.017180548819954088,100365563996.42897,64929486506.81109,82647525251.62001,0.8977272727272727,0.007478260869565217,5.2008127966601645,6.934619657957689,1.7338068612975241
10.0,0.77,0.8555333909085319,-0.03762113457387427,40206561607.049255,8858900522.910769,24532731064.98001,0.8421052631578947,0.005900000000000001,5.684484121742036,6.741691716933852,1.0572075951918147
10.0,0.78,0.820648485044698,-0.03561189283230339,22283083942.001286,-23430057492.16267,-573486775.0806991,0.7857142857142857,0.0066,5.64124695164669,6.660993378161294,1.0197464265146035
10.0,0.79,0.8942177068627396,0.09248317403035371,76028110236.57655,43219690473.89793,59623900355.23724,0.96875,0.0074444444444444445,5.469496552887435,6.810629641278615,1.3411330883911798
10.0,0.8,0.8623903397215971,0.060458037643137175,63844263156.70105,25287602058.946266,44565932607.823654,0.9107142857142857,0.0071428571428571435,5.348245714296725,6.928876841674636,1.58063112737791
10.0,0.81,0.849405474461426,0.04996867194519372,58991955103.9433,40147177188.33839,49569566146.14085,0.8809523809523809,0.00791304347826087,5.213280636131686,6.887904507516737,1.6746238713850503
10.0,0.82,0.8759116272865619,0.05228433923873969,115237529649.14183,74747320263.00539,94992424956.07361,0.93,0.00793103448275862,5.382037965842448,6.9556965357696745,1.5736585699272263
10.0,0.83,0.8748479329842016,0.03730589088339955,147171203773.2575,103480935684.61826,125326069728.93788,0.9545454545454546,0.00836,5.89065129449003,7.184412291731943,1.293760997241913
10.0,0.84,0.8591114033593173,0.013175655251237409,130686343703.81622,87777204798.46298,109231774251.1396,0.9375,0.006148148148148148,5.5720871690512075,7.169735731580651,1.5976485625294432
10.0,0.85,0.8698134332568344,0.025067064494116657,128833010184.70758,75271146552.89397,102052078368.80077,0.9166666666666666,0.004966666666666666,4.881491503674567,6.100893636642949,1.2194021329683813
10.0,0.86,0.843487223760294,-0.009102438224374176,55548143263.34695,10151552414.81085,32849847839.078896,0.84,0.0106,4.7471431114797955,6.166800720721363,1.4196576092415678
