case,label,y,I_norm
coherent_baseline,kohärent,-0.4478571428571429,0.020921635616427528
coherent_baseline,kohärent,-0.4470714285714286,0.021129868950848396
coherent_baseline,kohärent,-0.44628571428571434,0.02130675245514574
coherent_baseline,kohärent,-0.4455,0.02145199479262449
coherent_baseline,kohärent,-0.44471428571428573,0.021565423419736184
coherent_baseline,kohärent,-0.44392857142857145,0.02164698482253508
coherent_baseline,kohärent,-0.44314285714285717,0.02169674433422162
coherent_baseline,kohärent,-0.4423571428571429,0.02171488553402099
coherent_baseline,kohärent,-0.4415714285714286,0.02170170922909601
coherent_baseline,kohärent,-0.44078571428571434,0.02165763202266219
coherent_baseline,kohärent,-0.44000000000000006,0.021583184472928077
coherent_baseline,kohärent,-0.4392142857142858,0.021479008848927783
coherent_baseline,kohärent,-0.4384285714285715,0.021345856490738075
coherent_baseline,kohärent,-0.43764285714285717,0.021184584782985197
coherent_baseline,kohärent,-0.4368571428571429,0.02099615375191912
coherent_baseline,kohärent,-0.4360714285714286,0.020781622297686674
coherent_baseline,kohärent,-0.43528571428571433,0.020542144074746818
coherent_baseline,kohärent,-0.43450000000000005,0.020278963034639424
coherent_baseline,kohärent,-0.4337142857142858,0.01999340864654883
coherent_baseline,kohärent,-0.43292857142857144,0.01968689081227557
coherent_baseline,kohärent,-0.43214285714285716,0.019360894493353747
coherent_baseline,kohärent,-0.4313571428571429,0.019016974069112336
coherent_baseline,kohärent,-0.4305714285714286,0.018656747445478777
coherent_baseline,kohärent,-0.4297857142857143,0.018281889935258196
coherent_baseline,kohärent,-0.42900000000000005,0.01789412793148489
coherent_baseline,kohärent,-0.42821428571428577,0.01749523239623308
coherent_baseline,kohärent,-0.4274285714285715,0.017087012187988953
coherent_baseline,kohärent,-0.4266428571428572,0.01667130725131975
coherent_baseline,kohärent,-0.4258571428571429,0.016249981693133794
coherent_baseline,kohärent,-0.4250714285714286,0.015824916770287918
coherent_baseline,kohärent,-0.4242857142857143,0.015398003813688874
coherent_baseline,kohärent,-0.42350000000000004,0.014971137114327992
coherent_baseline,kohärent,-0.42271428571428576,0.014546206796895327
coherent_baseline,kohärent,-0.42192857142857143,0.014125091706737005
coherent_baseline,kohärent,-0.42114285714285715,0.013709652335943824
coherent_baseline,kohärent,-0.4203571428571429,0.013301723814294626
coherent_baseline,kohärent,-0.4195714285714286,0.012903108990617765
coherent_baseline,kohärent,-0.4187857142857143,0.01251557162988649
coherent_baseline,kohärent,-0.41800000000000004,0.012140829751024077
coherent_baseline,kohärent,-0.41721428571428576,0.011780549129959085
coherent_baseline,kohärent,-0.4164285714285715,0.011436336991959594
coherent_baseline,kohärent,-0.4156428571428572,0.011109735916656645
coherent_baseline,kohärent,-0.4148571428571429,0.010802217978484047
coherent_baseline,kohärent,-0.41407142857142865,0.010515179144475278
coherent_baseline,kohärent,-0.4132857142857143,0.010249933950504775
coherent_baseline,kohärent,-0.41250000000000003,0.010007710476118967
coherent_baseline,kohärent,-0.41171428571428575,0.009789645637090208
coherent_baseline,kohärent,-0.4109285714285715,0.00959678081373966
coherent_baseline,kohärent,-0.41014285714285714,0.009430057831918892
coherent_baseline,kohärent,-0.40935714285714286,0.009290315312317146
coherent_baseline,kohärent,-0.4085714285714286,0.009178285402481945
coherent_baseline,kohärent,-0.4077857142857143,0.009094590904597438
coherent_baseline,kohärent,-0.40700000000000003,0.0090397428106731
coherent_baseline,kohärent,-0.40621428571428575,0.009014138255357506
coherent_baseline,kohärent,-0.40542857142857147,0.009018058895104599
coherent_baseline,kohärent,-0.4046428571428572,0.009051669720902433
coherent_baseline,kohärent,-0.4038571428571429,0.009115018310217268
coherent_baseline,kohärent,-0.40307142857142864,0.009208034522226903
coherent_baseline,kohärent,-0.40228571428571436,0.00933053063881248
coherent_baseline,kohärent,-0.4015000000000001,0.00948220195216071
coherent_baseline,kohärent,-0.40071428571428575,0.009662627798195893
coherent_baseline,kohärent,-0.39992857142857147,0.009871273033430073
coherent_baseline,kohärent,-0.3991428571428572,0.010107489951183515
coherent_baseline,kohärent,-0.39835714285714285,0.010370520631503177
coherent_baseline,kohärent,-0.3975714285714286,0.010659499717492868
coherent_baseline,kohärent,-0.3967857142857143,0.010973457609173624
coherent_baseline,kohärent,-0.396,0.011311324064423386
coherent_baseline,kohärent,-0.39521428571428574,0.011671932195003874
coherent_baseline,kohärent,-0.39442857142857146,0.01205402284417956
coherent_baseline,kohärent,-0.3936428571428572,0.012456249330970694
coherent_baseline,kohärent,-0.3928571428571429,0.012877182544665992
