geometry,beta,local_mode_index,eigenvalue,variant,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
tet_1.10,5.0,4,4.946507953796821,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17126912001811595,8.89563467918685e-05,0.3807538536554469,0.22414270272349407,1.5235475235069671e-05,3.3870471848114284e-05,0.17126912001811595,8.89563467918685e-05
tet_1.10,5.0,4,4.946507953796821,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17126913303235106,0.0006409493729385424,0.3807538536554469,0.22414270272349407,0.00010977484342081321,0.00024404394374439223,0.17126913303235106,0.0006409493729385424
tet_1.10,5.0,4,4.946507953796821,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17126913249955877,0.0003649528598652059,0.3807538536554469,0.22414270272349407,6.250515971234685e-05,0.00013895720779625342,0.17126913249955877,0.0003649528598652059
tet_1.10,5.0,5,7.0770362698126075,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.2156515626014159,0.00016482266223848187,0.23850322416765002,0.313515560042247,3.5544264663854e-05,3.9310736359773505e-05,0.2156515626014159,0.00016482266223848187
tet_1.10,5.0,5,7.0770362698126075,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.211945918150258,0.00018410488338949647,0.23850322416765002,0.313515560042247,3.902027854593301e-05,4.390960827340414e-05,0.211945918150258,0.00018410488338949647
tet_1.10,5.0,5,7.0770362698126075,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.21194591815023864,0.0001841048833894732,0.23850322416765002,0.313515560042247,3.9020278545924515e-05,4.390960827339859e-05,0.21194591815023864,0.0001841048833894732
tet_1.10,5.0,5,7.0770362698126075,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.2156515626014428,0.00016482266223849079,0.23850322416765002,0.313515560042247,3.554426466386036e-05,3.931073635977563e-05,0.2156515626014428,0.00016482266223849079
tet_1.10,5.0,5,7.0770362698126075,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.21565156260146798,0.00016482266223846783,0.23850322416765002,0.313515560042247,3.554426466385956e-05,3.931073635977016e-05,0.21565156260146798,0.00016482266223846783
tet_1.10,5.0,5,7.0770362698126075,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.21194591815026295,0.00018410488338949855,0.23850322416765002,0.313515560042247,3.902027854593437e-05,4.3909608273404636e-05,0.21194591815026295,0.00018410488338949855
tet_1.10,5.0,5,7.0770362698126075,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.21194591815027605,0.00018410488338950186,0.23850322416765002,0.313515560042247,3.902027854593748e-05,4.390960827340543e-05,0.21194591815027605,0.00018410488338950186
tet_1.10,5.0,5,7.0770362698126075,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.21565156260142834,0.00016482266223850304,0.23850322416765002,0.313515560042247,3.5544264663860615e-05,3.9310736359778554e-05,0.21565156260142834,0.00016482266223850304
tet_1.10,5.0,5,7.0770362698126075,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.21565156727231624,0.0011252680747926712,0.23850322416765002,0.313515560042247,0.0002426658239305415,0.0002683800638909764,0.21565156727231624,0.0011252680747926712
tet_1.10,5.0,5,7.0770362698126075,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.21565156706307076,0.0006450453685155766,0.23850322416765002,0.313515560042247,0.00013910504454716006,0.00015384540012537497,0.21565156706307076,0.0006450453685155766
tet_1.10,5.0,6,7.077036269812652,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21194591815023572,0.00018410488338947822,0.23850322416765082,0.31351556004224734,3.902027854592504e-05,4.390960827339994e-05,0.21194591815023572,0.00018410488338947822
tet_1.10,5.0,6,7.077036269812652,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21565156260142113,0.0001648226622384672,0.23850322416765082,0.31351556004224734,3.55442646638517e-05,3.931073635977014e-05,0.21565156260142113,0.0001648226622384672
tet_1.10,5.0,6,7.077036269812652,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21565156260142007,0.0001648226622384698,0.23850322416765082,0.31351556004224734,3.554426466385209e-05,3.931073635977076e-05,0.21565156260142007,0.0001648226622384698
tet_1.10,5.0,6,7.077036269812652,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21194591815023467,0.00018410488338947982,0.23850322416765082,0.31351556004224734,3.902027854592519e-05,4.390960827340032e-05,0.21194591815023467,0.00018410488338947982
tet_1.10,5.0,6,7.077036269812652,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.21194591815023298,0.00018410488338947934,0.23850322416765082,0.31351556004224734,3.902027854592477e-05,4.3909608273400205e-05,0.21194591815023298,0.00018410488338947934
tet_1.10,5.0,6,7.077036269812652,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21565156260142357,0.00016482266223847067,0.23850322416765082,0.31351556004224734,3.554426466385285e-05,3.931073635977097e-05,0.21565156260142357,0.00016482266223847067
tet_1.10,5.0,6,7.077036269812652,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21565156260142432,0.00016482266223846973,0.23850322416765082,0.31351556004224734,3.554426466385277e-05,3.931073635977074e-05,0.21565156260142432,0.00016482266223846973
tet_1.10,5.0,6,7.077036269812652,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.2119459181502353,0.00018410488338948066,0.23850322416765082,0.31351556004224734,3.9020278545925484e-05,4.390960827340052e-05,0.2119459181502353,0.00018410488338948066
tet_1.10,5.0,6,7.077036269812652,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.21194592246376306,0.0012569105781817416,0.23850322416765082,0.31351556004224734,0.000266397071947191,0.0002997772253867715,0.21194592246376306,0.0012569105781817416
tet_1.10,5.0,6,7.077036269812652,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.211945922270528,0.0007205077307856099,0.23850322416765082,0.31351556004224734,0.00015270867550440137,0.00017184341683008572,0.211945922270528,0.0007205077307856099
tet_1.10,5.0,7,7.471551467774175,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477498540068,0.00014270528119905346,0.5479892020048048,0.3379446510539125,1.5718241086898072e-05,7.820095316614058e-05,0.11014477498540068,0.00014270528119905346
tet_1.10,5.0,7,7.471551467774175,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477498540089,0.00014270528119905403,0.5479892020048048,0.3379446510539125,1.5718241086898164e-05,7.82009531661409e-05,0.11014477498540089,0.00014270528119905403
tet_1.10,5.0,7,7.471551467774175,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1101447749854004,0.00014270528119905636,0.5479892020048048,0.3379446510539125,1.5718241086898354e-05,7.820095316614217e-05,0.1101447749854004,0.00014270528119905636
tet_1.10,5.0,7,7.471551467774175,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477498539982,0.00014270528119905587,0.5479892020048048,0.3379446510539125,1.5718241086898215e-05,7.820095316614191e-05,0.11014477498539982,0.00014270528119905587
tet_1.10,5.0,7,7.471551467774175,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477498539875,0.0001427052811990537,0.5479892020048048,0.3379446510539125,1.5718241086897825e-05,7.820095316614072e-05,0.11014477498539875,0.0001427052811990537
tet_1.10,5.0,7,7.471551467774175,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477498539825,0.00014270528119905492,0.5479892020048048,0.3379446510539125,1.571824108689789e-05,7.820095316614138e-05,0.11014477498539825,0.00014270528119905492
tet_1.10,5.0,7,7.471551467774175,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1101447749853957,0.00014270528119905633,0.5479892020048048,0.3379446510539125,1.571824108689768e-05,7.820095316614216e-05,0.1101447749853957,0.00014270528119905633
tet_1.10,5.0,7,7.471551467774175,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11014477498539661,0.00014270528119905473,0.5479892020048048,0.3379446510539125,1.5718241086897632e-05,7.820095316614129e-05,0.11014477498539661,0.00014270528119905473
tet_1.10,5.0,7,7.471551467774175,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477729955724,0.0009753963073024234,0.5479892020048048,0.3379446510539125,0.00010743480904663592,0.0005345066440770885,0.11014477729955724,0.0009753963073024234
tet_1.10,5.0,7,7.471551467774175,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11014477719608842,0.0005590507942507384,0.5479892020048048,0.3379446510539125,6.157652517404386e-05,0.00030635379862161446,0.11014477719608842,0.0005590507942507384
tet_1.10,5.0,8,8.01790271622809,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11648477275881769,6.998859842917323e-05,0.3542006517323085,0.3378774207643656,8.15260598373039e-06,2.4790007177443984e-05,0.11648477275881769,6.998859842917323e-05
tet_1.10,5.0,8,8.01790271622809,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11648477275881924,6.998859842917052e-05,0.3542006517323085,0.3378774207643656,8.152605983730181e-06,2.4790007177443025e-05,0.11648477275881924,6.998859842917052e-05
tet_1.10,5.0,8,8.01790271622809,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11648477275881619,6.998859842917286e-05,0.3542006517323085,0.3378774207643656,8.15260598373024e-06,2.479000717744385e-05,0.11648477275881619,6.998859842917286e-05
tet_1.10,5.0,8,8.01790271622809,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11648477275881748,6.998859842917306e-05,0.3542006517323085,0.3378774207643656,8.152605983730354e-06,2.4790007177443923e-05,0.11648477275881748,6.998859842917306e-05
tet_1.10,5.0,8,8.01790271622809,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11648477275881439,6.998859842917208e-05,0.3542006517323085,0.3378774207643656,8.152605983730024e-06,2.4790007177443578e-05,0.11648477275881439,6.998859842917208e-05
tet_1.10,5.0,8,8.01790271622809,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11648477275881863,6.998859842917304e-05,0.3542006517323085,0.3378774207643656,8.152605983730434e-06,2.4790007177443916e-05,0.11648477275881863,6.998859842917304e-05
tet_1.10,5.0,8,8.01790271622809,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11648477275881904,6.99885984291725e-05,0.3542006517323085,0.3378774207643656,8.152605983730398e-06,2.4790007177443727e-05,0.11648477275881904,6.99885984291725e-05
tet_1.10,5.0,8,8.01790271622809,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1164847727588256,6.998859842917542e-05,0.3542006517323085,0.3378774207643656,8.152605983731196e-06,2.4790007177444757e-05,0.1164847727588256,6.998859842917542e-05
tet_1.10,5.0,8,8.01790271622809,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11648478441911347,0.00045832343857314016,0.3542006517323085,0.3378774207643656,5.3387706936419027e-05,0.0001623384606467989,0.11648478441911347,0.00045832343857314016
tet_1.10,5.0,8,8.01790271622809,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11648478385942201,0.00026415601850115675,0.3542006517323085,0.3378774207643656,3.0770156720272724e-05,9.356423391212147e-05,0.11648478385942201,0.00026415601850115675
tet_1.10,5.0,9,9.059262637533886,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1848313994473412,5.968500164085748e-05,0.5896912407658481,0.39665479767140893,1.1031662379296543e-05,3.519572267270893e-05,0.1848313994473412,5.968500164085748e-05
tet_1.10,5.0,9,9.059262637533886,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.18483139953876285,5.96850016281031e-05,0.5896912407658481,0.39665479767140893,1.1031662382395635e-05,3.519572266518778e-05,0.18483139953876285,5.96850016281031e-05
tet_1.10,5.0,9,9.059262637533886,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.18483139957548333,5.968500166294578e-05,0.5896912407658481,0.39665479767140893,1.1031662391027318e-05,3.5195722685734204e-05,0.18483139957548333,5.968500166294578e-05
tet_1.10,5.0,9,9.059262637533886,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.18483139956327435,5.968500162278211e-05,0.5896912407658481,0.39665479767140893,1.1031662382875119e-05,3.519572266205004e-05,0.18483139956327435,5.968500162278211e-05
tet_1.10,5.0,9,9.059262637533886,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1848313996692897,5.9685001690394056e-05,0.5896912407658481,0.39665479767140893,1.1031662401699454e-05,3.519572270192021e-05,0.1848313996692897,5.9685001690394056e-05
tet_1.10,5.0,9,9.059262637533886,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1848313995496412,5.968500163553212e-05,0.5896912407658481,0.39665479767140893,1.1031662384418025e-05,3.519572266956861e-05,0.1848313995496412,5.968500163553212e-05
tet_1.10,5.0,9,9.059262637533886,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.18483139957192,5.9685001672473814e-05,0.5896912407658481,0.39665479767140893,1.1031662392575721e-05,3.5195722691352804e-05,0.18483139957192,5.9685001672473814e-05
tet_1.10,5.0,9,9.059262637533886,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.184831399659367,5.9685001676507175e-05,0.5896912407658481,0.39665479767140893,1.1031662398540488e-05,3.519572269373124e-05,0.184831399659367,5.9685001676507175e-05
tet_1.10,5.0,9,9.059262637533886,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1848314314749868,0.00039210821828852474,0.5896912407658481,0.39665479767140893,7.247392327937462e-05,0.00023122278175704617,0.1848314314749868,0.00039210821828852474
tet_1.10,5.0,9,9.059262637533886,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.18483142994121524,0.00022589660996469112,0.5896912407658481,0.39665479767140893,4.175279343864683e-05,0.00013320925221487755,0.18483142994121524,0.00022589660996469112
tet_1.10,5.0,10,9.059262637536865,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.15053381263997206,0.00010223821101739038,0.5896912408630126,0.39665479281424837,1.5390307701937772e-05,6.028897751845946e-05,0.15053381263997206,0.00010223821101739038
tet_1.10,5.0,10,9.059262637536865,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1505337530914475,0.00010223827306072569,0.5896912408630126,0.39665479281424837,1.539031095341927e-05,6.028901410487085e-05,0.1505337530914475,0.00010223827306072569
tet_1.10,5.0,10,9.059262637536865,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.15053352935618106,0.00010223818813713505,0.5896912408630126,0.39665479281424837,1.539027529526418e-05,6.0288964026173304e-05,0.15053352935618106,0.00010223818813713505
tet_1.10,5.0,10,9.059262637536865,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.15053415618834953,0.00010223820779248978,0.5896912408630126,0.39665479281424837,1.539034234025159e-05,6.0288975616763825e-05,0.15053415618834953,0.00010223820779248978
tet_1.10,5.0,10,9.059262637536865,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.15053329830248097,0.00010223825615943259,0.5896912408630126,0.39665479281424837,1.5390261912373327e-05,6.028900413832635e-05,0.15053329830248097,0.00010223825615943259
tet_1.10,5.0,10,9.059262637536865,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.15053400254972324,0.00010223839239307924,0.5896912408630126,0.39665479281424837,1.5390354421179396e-05,6.028908447411449e-05,0.15053400254972324,0.00010223839239307924
tet_1.10,5.0,10,9.059262637536865,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.15053387120356157,0.0001022382298315496,0.5896912408630126,0.39665479281424837,1.5390316521542615e-05,6.0288988613004356e-05,0.15053387120356157,0.0001022382298315496
tet_1.10,5.0,10,9.059262637536865,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.15053395935804428,0.00010223807986058081,0.5896912408630126,0.39665479281424837,1.5390302958577157e-05,6.028890017643768e-05,0.15053395935804428,0.00010223807986058081
tet_1.10,5.0,10,9.059262637536865,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1505335133660655,0.0006716669304082492,0.5896912408630126,0.39665479281424837,0.00010110838284615435,0.0003960761056390912,0.1505335133660655,0.0006716669304082492
tet_1.10,5.0,10,9.059262637536865,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.15053352012792043,0.0003869525707128198,0.5896912408630126,0.39665479281424837,5.824933259194881e-05,0.00022818254157877535,0.15053352012792043,0.0003869525707128198
tet_1.10,10.0,1,2.724568818662196,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1211811869022731,6.627720707504413e-05,0.8361558688664402,0.03319641538113713,8.03155061792158e-06,5.5418075667874504e-05,0.1211811869022731,6.627720707504413e-05
tet_1.10,10.0,1,2.724568818662196,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12118118690227064,6.627720707504379e-05,0.8361558688664402,0.03319641538113713,8.031550617921375e-06,5.541807566787422e-05,0.12118118690227064,6.627720707504379e-05
tet_1.10,10.0,1,2.724568818662196,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12118118690227081,6.627720707504315e-05,0.8361558688664402,0.03319641538113713,8.031550617921309e-06,5.5418075667873684e-05,0.12118118690227081,6.627720707504315e-05
tet_1.10,10.0,1,2.724568818662196,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12118118690227801,6.627720707504196e-05,0.8361558688664402,0.03319641538113713,8.031550617921642e-06,5.541807566787269e-05,0.12118118690227801,6.627720707504196e-05
tet_1.10,10.0,1,2.724568818662196,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12118118690227062,6.627720707504554e-05,0.8361558688664402,0.03319641538113713,8.031550617921585e-06,5.5418075667875676e-05,0.12118118690227062,6.627720707504554e-05
tet_1.10,10.0,1,2.724568818662196,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12118118690227679,6.627720707504362e-05,0.8361558688664402,0.03319641538113713,8.031550617921763e-06,5.5418075667874083e-05,0.12118118690227679,6.627720707504362e-05
tet_1.10,10.0,1,2.724568818662196,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12118118690227775,6.627720707504489e-05,0.8361558688664402,0.03319641538113713,8.03155061792198e-06,5.5418075667875134e-05,0.12118118690227775,6.627720707504489e-05
tet_1.10,10.0,1,2.724568818662196,xyz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.121181186902275,6.627720707504386e-05,0.8361558688664402,0.03319641538113713,8.031550617921673e-06,5.541807566787427e-05,0.121181186902275,6.627720707504386e-05
tet_1.10,10.0,1,2.724568818662196,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.121181201946004,0.0005001248994086581,0.8361558688664402,0.03319641538113713,6.060573643346554e-05,0.00041818236980678753,0.121181201946004,0.0005001248994086581
tet_1.10,10.0,1,2.724568818662196,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12118120137625754,0.0002832010532418511,0.8361558688664402,0.03319641538113713,3.431864386286899e-05,0.000236800222737331,0.12118120137625754,0.0002832010532418511
tet_1.10,10.0,2,5.102996922298468,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823383826,0.000129404300190952,0.38663932787340904,0.06037490391090463,1.566873052979422e-05,5.0032791649758535e-05,0.12108353823383826,0.000129404300190952
tet_1.10,10.0,2,5.102996922298468,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823384194,0.00012940430019095216,0.38663932787340904,0.06037490391090463,1.5668730529794714e-05,5.00327916497586e-05,0.12108353823384194,0.00012940430019095216
tet_1.10,10.0,2,5.102996922298468,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823384356,0.00012940430019095094,0.38663932787340904,0.06037490391090463,1.566873052979478e-05,5.003279164975813e-05,0.12108353823384356,0.00012940430019095094
tet_1.10,10.0,2,5.102996922298468,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823384484,0.00012940430019095248,0.38663932787340904,0.06037490391090463,1.566873052979513e-05,5.0032791649758725e-05,0.12108353823384484,0.00012940430019095248
tet_1.10,10.0,2,5.102996922298468,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823383801,0.0001294043001909508,0.38663932787340904,0.06037490391090463,1.5668730529794043e-05,5.0032791649758074e-05,0.12108353823383801,0.0001294043001909508
tet_1.10,10.0,2,5.102996922298468,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823384468,0.00012940430019095224,0.38663932787340904,0.06037490391090463,1.566873052979508e-05,5.003279164975863e-05,0.12108353823384468,0.00012940430019095224
tet_1.10,10.0,2,5.102996922298468,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823383816,0.00012940430019095248,0.38663932787340904,0.06037490391090463,1.5668730529794267e-05,5.0032791649758725e-05,0.12108353823383816,0.00012940430019095248
tet_1.10,10.0,2,5.102996922298468,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108353823383883,0.00012940430019095346,0.38663932787340904,0.06037490391090463,1.566873052979447e-05,5.0032791649759104e-05,0.12108353823383883,0.00012940430019095346
tet_1.10,10.0,2,5.102996922298468,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12108354234204739,0.0009191610529188352,0.38663932787340904,0.06037490391090463,0.00011129527627025865,0.00035538381170795337,0.12108354234204739,0.0009191610529188352
tet_1.10,10.0,2,5.102996922298468,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1210835421697836,0.0005242826765548936,0.38663932787340904,0.06037490391090463,6.348200357552148e-05,0.00020270830167885598,0.1210835421697836,0.0005242826765548936
tet_1.10,10.0,3,5.569856213259303,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.23056732616576117,0.00014128201652707057,0.2532462814176,0.0687625078095602,3.257501678595354e-05,3.577914531666053e-05,0.23056732616576117,0.00014128201652707057
tet_1.10,10.0,3,5.569856213259303,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.22531187836002012,0.0001514267471862764,0.2532462814176,0.0687625078095602,3.4118244842487824e-05,3.8348260632087526e-05,0.22531187836002012,0.0001514267471862764
tet_1.10,10.0,3,5.569856213259303,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.22531187836002575,0.00015142674718627625,0.2532462814176,0.0687625078095602,3.4118244842488644e-05,3.834826063208749e-05,0.22531187836002575,0.00015142674718627625
tet_1.10,10.0,3,5.569856213259303,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.2305673261657597,0.00014128201652706973,0.2532462814176,0.0687625078095602,3.257501678595314e-05,3.577914531666032e-05,0.2305673261657597,0.00014128201652706973
tet_1.10,10.0,3,5.569856213259303,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.2305673261657619,0.00014128201652706908,0.2532462814176,0.0687625078095602,3.25750167859533e-05,3.577914531666016e-05,0.2305673261657619,0.00014128201652706908
