geometry,beta,local_mode_index,eigenvalue,variant,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
tet_1.20,2.0,10,6.997801172679721,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.05265634406897307,9.367258670016411e-05,0.7250026163576867,1.2841155193750133,4.932455955114552e-06,6.791287043861123e-05,0.05265634406897307,9.367258670016411e-05
tet_1.20,2.0,10,6.997801172679721,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.05265634406897589,9.367258670016567e-05,0.7250026163576867,1.2841155193750133,4.9324559551148985e-06,6.791287043861235e-05,0.05265634406897589,9.367258670016567e-05
tet_1.20,2.0,10,6.997801172679721,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.05265634406897732,9.367258670016444e-05,0.7250026163576867,1.2841155193750133,4.932455955114967e-06,6.791287043861146e-05,0.05265634406897732,9.367258670016444e-05
tet_1.20,2.0,10,6.997801172679721,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.05265634406895848,9.367258670003906e-05,0.7250026163576867,1.2841155193750133,4.932455955106601e-06,6.791287043852056e-05,0.05265634406895848,9.367258670003906e-05
tet_1.20,2.0,10,6.997801172679721,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.05265634545757737,0.0006380318339019469,0.7250026163576867,1.2841155193750133,3.359642465887254e-05,0.0004625747488984045,0.05265634545757737,0.0006380318339019469
tet_1.20,2.0,10,6.997801172679721,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.052656345395130366,0.0003658522103010562,0.7250026163576867,1.2841155193750133,1.926444034918429e-05,0.00026524380966850837,0.052656345395130366,0.0003658522103010562
tet_1.20,5.0,1,2.3176352766537014,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1210116746166324,4.602576321037594e-05,0.7217274303198994,0.10394011466553878,5.569654681596184e-06,3.321805581033679e-05,0.1210116746166324,4.602576321037594e-05
tet_1.20,5.0,1,2.3176352766537014,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12101167461662823,4.6025763210376524e-05,0.7217274303198994,0.10394011466553878,5.569654681596063e-06,3.321805581033721e-05,0.12101167461662823,4.6025763210376524e-05
tet_1.20,5.0,1,2.3176352766537014,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1210116746166322,4.602576321037634e-05,0.7217274303198994,0.10394011466553878,5.569654681596223e-06,3.321805581033708e-05,0.1210116746166322,4.602576321037634e-05
tet_1.20,5.0,1,2.3176352766537014,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12101167461663322,4.602576321037603e-05,0.7217274303198994,0.10394011466553878,5.569654681596232e-06,3.3218055810336854e-05,0.12101167461663322,4.602576321037603e-05
tet_1.20,5.0,1,2.3176352766537014,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12101167461663137,4.602576321037652e-05,0.7217274303198994,0.10394011466553878,5.569654681596206e-06,3.3218055810337206e-05,0.12101167461663137,4.602576321037652e-05
tet_1.20,5.0,1,2.3176352766537014,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12101167461663331,4.6025763210374356e-05,0.7217274303198994,0.10394011466553878,5.569654681596034e-06,3.321805581033565e-05,0.12101167461663331,4.6025763210374356e-05
tet_1.20,5.0,1,2.3176352766537014,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12101167461663492,4.6025763210376754e-05,0.7217274303198994,0.10394011466553878,5.569654681596398e-06,3.3218055810337376e-05,0.12101167461663492,4.6025763210376754e-05
tet_1.20,5.0,1,2.3176352766537014,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12101167461662893,4.602576321037725e-05,0.7217274303198994,0.10394011466553878,5.569654681596182e-06,3.3218055810337735e-05,0.12101167461662893,4.602576321037725e-05
tet_1.20,5.0,1,2.3176352766537014,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1210117055584488,0.0003494731282573358,0.7217274303198994,0.10394011466553878,4.229033929726673e-05,0.00025222434282302355,0.1210117055584488,0.0003494731282573358
tet_1.20,5.0,1,2.3176352766537014,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12101170439885464,0.00019774944573385585,0.7217274303198994,0.10394011466553878,2.3929997472182712e-05,0.00014272119931668016,0.12101170439885464,0.00019774944573385585
tet_1.20,5.0,2,4.139733429866294,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11755563917670094,8.420540573369211e-05,0.33341317945505505,0.17529927028851908,9.898820293157614e-06,2.807519205297321e-05,0.11755563917670094,8.420540573369211e-05
tet_1.20,5.0,2,4.139733429866294,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1175556391767013,8.420540573369149e-05,0.33341317945505505,0.17529927028851908,9.898820293157572e-06,2.8075192052973003e-05,0.1175556391767013,8.420540573369149e-05
tet_1.20,5.0,2,4.139733429866294,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11755563917669923,8.420540573369214e-05,0.33341317945505505,0.17529927028851908,9.898820293157473e-06,2.807519205297322e-05,0.11755563917669923,8.420540573369214e-05
tet_1.20,5.0,2,4.139733429866294,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11755563917670016,8.420540573369183e-05,0.33341317945505505,0.17529927028851908,9.898820293157516e-06,2.8075192052973115e-05,0.11755563917670016,8.420540573369183e-05
tet_1.20,5.0,2,4.139733429866294,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11755563917670024,8.420540573369073e-05,0.33341317945505505,0.17529927028851908,9.898820293157394e-06,2.807519205297275e-05,0.11755563917670024,8.420540573369073e-05
tet_1.20,5.0,2,4.139733429866294,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11755563917669959,8.420540573369024e-05,0.33341317945505505,0.17529927028851908,9.89882029315728e-06,2.8075192052972587e-05,0.11755563917669959,8.420540573369024e-05
tet_1.20,5.0,2,4.139733429866294,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11755563917669862,8.420540573369051e-05,0.33341317945505505,0.17529927028851908,9.898820293157231e-06,2.8075192052972675e-05,0.11755563917669862,8.420540573369051e-05
tet_1.20,5.0,2,4.139733429866294,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11755563917669913,8.42054057336917e-05,0.33341317945505505,0.17529927028851908,9.898820293157414e-06,2.8075192052973075e-05,0.11755563917669913,8.42054057336917e-05
tet_1.20,5.0,2,4.139733429866294,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11755564759910993,0.0006052139220160622,0.33341317945505505,0.17529927028851908,7.11463145385954e-05,0.00020178629798983904,0.11755564759910993,0.0006052139220160622
tet_1.20,5.0,2,4.139733429866294,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1175556472528641,0.00034470966387487706,0.33341317945505505,0.17529927028851908,4.05225676511284e-05,0.0001149307450214061,0.1175556472528641,0.00034470966387487706
tet_1.20,5.0,3,4.842678790630991,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13203068300581386,8.296284695582243e-05,0.4541432778113614,0.21774206299703533,1.0953641347684042e-05,3.7677019253079523e-05,0.13203068300581386,8.296284695582243e-05
tet_1.20,5.0,3,4.842678790630991,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13176049118027167,8.457846870678537e-05,0.4541432778113614,0.21774206299703533,1.1144100580081277e-05,3.8410743010765164e-05,0.13176049118027167,8.457846870678537e-05
tet_1.20,5.0,3,4.842678790630991,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13176049117998284,8.457846870681213e-05,0.4541432778113614,0.21774206299703533,1.1144100580060375e-05,3.841074301077732e-05,0.13176049117998284,8.457846870681213e-05
tet_1.20,5.0,3,4.842678790630991,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1320306830060652,8.296284695572248e-05,0.4541432778113614,0.21774206299703533,1.0953641347691697e-05,3.7677019253034136e-05,0.1320306830060652,8.296284695572248e-05
tet_1.20,5.0,3,4.842678790630991,xy+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13203068300587134,8.296284695572083e-05,0.4541432778113614,0.21774206299703533,1.0953641347675395e-05,3.7677019253033384e-05,0.13203068300587134,8.296284695572083e-05
tet_1.20,5.0,3,4.842678790630991,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13176049118015018,8.457846870666422e-05,0.4541432778113614,0.21774206299703533,1.1144100580055039e-05,3.841074301071015e-05,0.13176049118015018,8.457846870666422e-05
tet_1.20,5.0,3,4.842678790630991,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13176049117986982,8.457846870670679e-05,0.4541432778113614,0.21774206299703533,1.1144100580036936e-05,3.8410743010729474e-05,0.13176049117986982,8.457846870670679e-05
tet_1.20,5.0,3,4.842678790630991,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13203068300568452,8.296284695574559e-05,0.4541432778113614,0.21774206299703533,1.0953641347663166e-05,3.7677019253044626e-05,0.13203068300568452,8.296284695574559e-05
tet_1.20,5.0,3,4.842678790630991,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13203069245121127,0.0005975726459230129,0.4541432778113614,0.21774206299703533,7.889793023111788e-05,0.0002713836001498851,0.13203069245121127,0.0005975726459230129
tet_1.20,5.0,3,4.842678790630991,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13203069206427973,0.00034026774643941765,0.4541432778113614,0.21774206299703533,4.492578604954917e-05,0.00015453030970148231,0.13203069206427973,0.00034026774643941765
tet_1.20,5.0,4,4.842678790631,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.13176049117991265,8.457846870681152e-05,0.45414327781136204,0.21774206299703558,1.1144100580054358e-05,3.84107430107771e-05,0.13176049117991265,8.457846870681152e-05
tet_1.20,5.0,4,4.842678790631,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1320306830057183,8.296284695583315e-05,0.45414327781136204,0.21774206299703558,1.0953641347677528e-05,3.767701925308445e-05,0.1320306830057183,8.296284695583315e-05
tet_1.20,5.0,4,4.842678790631,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.13203068300572438,8.296284695583341e-05,0.45414327781136204,0.21774206299703558,1.0953641347678067e-05,3.7677019253084565e-05,0.13203068300572438,8.296284695583341e-05
tet_1.20,5.0,4,4.842678790631,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13176049117990726,8.457846870680816e-05,0.45414327781136204,0.21774206299703558,1.114410058005346e-05,3.841074301077557e-05,0.13176049117990726,8.457846870680816e-05
tet_1.20,5.0,4,4.842678790631,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.1317604911799109,8.457846870681016e-05,0.45414327781136204,0.21774206299703558,1.114410058005403e-05,3.8410743010776474e-05,0.1317604911799109,8.457846870681016e-05
tet_1.20,5.0,4,4.842678790631,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13203068300572487,8.296284695583096e-05,0.45414327781136204,0.21774206299703558,1.0953641347677784e-05,3.7677019253083454e-05,0.13203068300572487,8.296284695583096e-05
tet_1.20,5.0,4,4.842678790631,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13203068300572793,8.296284695583123e-05,0.45414327781136204,0.21774206299703558,1.0953641347678073e-05,3.7677019253083576e-05,0.13203068300572793,8.296284695583123e-05
tet_1.20,5.0,4,4.842678790631,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13176049117991584,8.45784687068074e-05,0.45414327781136204,0.21774206299703558,1.1144100580054085e-05,3.841074301077523e-05,0.13176049117991584,8.45784687068074e-05
tet_1.20,5.0,4,4.842678790631,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13176050069723133,0.0006092097991783102,0.45414327781136204,0.21774206299703558,8.02697881693939e-05,0.0002766685350736394,0.13176050069723133,0.0006092097991783102
tet_1.20,5.0,4,4.842678790631,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.1317605003073887,0.00034689413394256075,0.45414327781136204,0.21774206299703558,4.5706944641970114e-05,0.0001575396390422082,0.1317605003073887,0.00034689413394256075
tet_1.20,5.0,5,6.664776943843594,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17872019313001847,0.00016858784411657407,0.2722925602934503,0.2891012187048148,3.0130052059887567e-05,4.590521570885504e-05,0.17872019313001847,0.00016858784411657407
tet_1.20,5.0,5,6.664776943843594,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17781143383454992,0.00017260441103393183,0.2722925602934503,0.2891012187048148,3.069103781211143e-05,4.6998896998372355e-05,0.17781143383454992,0.00017260441103393183
tet_1.20,5.0,5,6.664776943843594,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17781143393943263,0.000172604411151159,0.2722925602934503,0.2891012187048148,3.069103785105898e-05,4.699889703029244e-05,0.17781143393943263,0.000172604411151159
tet_1.20,5.0,5,6.664776943843594,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17872019314349374,0.00016858784412553276,0.2722925602934503,0.2891012187048148,3.0130052063760432e-05,4.590521571129442e-05,0.17872019314349374,0.00016858784412553276
tet_1.20,5.0,5,6.664776943843594,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17872019327271893,0.00016858784419052642,0.2722925602934503,0.2891012187048148,3.0130052097161906e-05,4.590521572899172e-05,0.17872019327271893,0.00016858784419052642
tet_1.20,5.0,5,6.664776943843594,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17781143390476967,0.00017260441109557696,0.2722925602934503,0.2891012187048148,3.069103783519287e-05,4.699889701515787e-05,0.17781143390476967,0.00017260441109557696
tet_1.20,5.0,5,6.664776943843594,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17781143393389337,0.00017260441112845182,0.2722925602934503,0.2891012187048148,3.069103784606528e-05,4.6998897024109444e-05,0.17781143393389337,0.00017260441112845182
tet_1.20,5.0,5,6.664776943843594,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17872019316311719,0.00016858784421321977,0.2722925602934503,0.2891012187048148,3.0130052082740147e-05,4.590521573517095e-05,0.17872019316311719,0.00016858784421321977
tet_1.20,5.0,5,6.664776943843594,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17872019683819332,0.0011494483674244947,0.2722925602934503,0.2891012187048148,0.00020542963848144564,0.0003129862388911422,0.17872019683819332,0.0011494483674244947
tet_1.20,5.0,5,6.664776943843594,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1787201966687223,0.0006590181057705343,0.2722925602934503,0.2891012187048148,0.00011777984547155873,0.0001794457272999986,0.1787201966687223,0.0006590181057705343
tet_1.20,5.0,6,6.664776943843784,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.17781158585383378,0.000172604497745662,0.2722925938178112,0.289101186342847,3.069107946966064e-05,4.6998926395786844e-05,0.17781158585383378,0.000172604497745662
tet_1.20,5.0,6,6.664776943843784,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1787203073797273,0.00016858789469785374,0.2722925938178112,0.289101186342847,3.0130080360901518e-05,4.590523513356261e-05,0.1787203073797273,0.00016858789469785374
tet_1.20,5.0,6,6.664776943843784,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1787203227037284,0.00016858793741310573,0.2722925938178112,0.289101186342847,3.0130090578426224e-05,4.590524676460937e-05,0.1787203227037284,0.00016858793741310573
tet_1.20,5.0,6,6.664776943843784,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1778115493787802,0.0001726044826335675,0.2722925938178112,0.289101186342847,3.06910704867974e-05,4.6998922280875436e-05,0.1778115493787802,0.0001726044826335675
tet_1.20,5.0,6,6.664776943843784,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1778115117142989,0.00017260448709939535,0.2722925938178112,0.289101186342847,3.069106477981469e-05,4.699892349688729e-05,0.1778115117142989,0.00017260448709939535
tet_1.20,5.0,6,6.664776943843784,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17872029902593647,0.00016858790218946608,0.2722925938178112,0.289101186342847,3.013008029145671e-05,4.590523717347317e-05,0.17872029902593647,0.00016858790218946608
tet_1.20,5.0,6,6.664776943843784,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1787202662705162,0.00016858790210957865,0.2722925938178112,0.289101186342847,3.0130074755011617e-05,4.590523715172041e-05,0.1787202662705162,0.00016858790210957865
tet_1.20,5.0,6,6.664776943843784,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17781155161167855,0.00017260446851467115,0.2722925938178112,0.289101186342847,3.0691068361702795e-05,4.699891843640453e-05,0.17781155161167855,0.00017260446851467115
tet_1.20,5.0,6,6.664776943843784,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17781150455569145,0.0011768341591396026,0.2722925938178112,0.289101186342847,0.00020925465244914476,0.0003204432256855252,0.17781150455569145,0.0011768341591396026
tet_1.20,5.0,6,6.664776943843784,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17781150366661677,0.0006747193284426322,0.2722925938178112,0.289101186342847,0.0001199728583433143,0.00018372107604065597,0.17781150366661677,0.0006747193284426322
tet_1.20,5.0,7,7.10168709410825,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11581888683572683,6.749589387779588e-05,0.3026601847717721,0.28723008282424695,7.817299294908669e-06,2.042831971238962e-05,0.11581888683572683,6.749589387779588e-05
tet_1.20,5.0,7,7.10168709410825,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11581888683572726,6.749589387779554e-05,0.3026601847717721,0.28723008282424695,7.817299294908659e-06,2.042831971238952e-05,0.11581888683572726,6.749589387779554e-05
tet_1.20,5.0,7,7.10168709410825,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11581888683572321,6.749589387779564e-05,0.3026601847717721,0.28723008282424695,7.817299294908396e-06,2.042831971238955e-05,0.11581888683572321,6.749589387779564e-05
tet_1.20,5.0,7,7.10168709410825,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11581888683573575,6.749589387779583e-05,0.3026601847717721,0.28723008282424695,7.817299294909265e-06,2.0428319712389607e-05,0.11581888683573575,6.749589387779583e-05
tet_1.20,5.0,7,7.10168709410825,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11581888683572397,6.749589387779583e-05,0.3026601847717721,0.28723008282424695,7.817299294908469e-06,2.0428319712389607e-05,0.11581888683572397,6.749589387779583e-05
tet_1.20,5.0,7,7.10168709410825,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1158188868357245,6.749589387779527e-05,0.3026601847717721,0.28723008282424695,7.81729929490844e-06,2.0428319712389438e-05,0.1158188868357245,6.749589387779527e-05
tet_1.20,5.0,7,7.10168709410825,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11581888683572682,6.749589387779763e-05,0.3026601847717721,0.28723008282424695,7.81729929490887e-06,2.0428319712390153e-05,0.11581888683572682,6.749589387779763e-05
tet_1.20,5.0,7,7.10168709410825,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1158188868357218,6.749589387779474e-05,0.3026601847717721,0.28723008282424695,7.817299294908196e-06,2.042831971238928e-05,0.1158188868357218,6.749589387779474e-05
tet_1.20,5.0,7,7.10168709410825,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11581889878666375,0.0004406104864822441,0.3026601847717721,0.28723008282424695,5.1031021338229706e-05,0.00013335525125109638,0.11581889878666375,0.0004406104864822441
tet_1.20,5.0,7,7.10168709410825,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11581889821003379,0.00025405319018002,0.3026601847717721,0.28723008282424695,2.9424160573394094e-05,7.689178548174301e-05,0.11581889821003379,0.00025405319018002
tet_1.20,5.0,8,7.367722304608268,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687706,0.00014554600864391954,0.640670547960329,0.3315440113285321,1.603229466636111e-05,9.324704111133871e-05,0.11015276073687706,0.00014554600864391954
tet_1.20,5.0,8,7.367722304608268,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687728,0.0001455460086439164,0.640670547960329,0.3315440113285321,1.6032294666360795e-05,9.324704111133669e-05,0.11015276073687728,0.0001455460086439164
tet_1.20,5.0,8,7.367722304608268,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687752,0.0001455460086439179,0.640670547960329,0.3315440113285321,1.6032294666360995e-05,9.324704111133765e-05,0.11015276073687752,0.0001455460086439179
tet_1.20,5.0,8,7.367722304608268,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687398,0.00014554600864391596,0.640670547960329,0.3315440113285321,1.6032294666360267e-05,9.324704111133642e-05,0.11015276073687398,0.00014554600864391596
tet_1.20,5.0,8,7.367722304608268,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687713,0.00014554600864391656,0.640670547960329,0.3315440113285321,1.6032294666360792e-05,9.32470411113368e-05,0.11015276073687713,0.00014554600864391656
tet_1.20,5.0,8,7.367722304608268,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687894,0.00014554600864391746,0.640670547960329,0.3315440113285321,1.6032294666361154e-05,9.324704111133737e-05,0.11015276073687894,0.00014554600864391746
tet_1.20,5.0,8,7.367722304608268,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687578,0.00014554600864391602,0.640670547960329,0.3315440113285321,1.6032294666360538e-05,9.324704111133645e-05,0.11015276073687578,0.00014554600864391602
tet_1.20,5.0,8,7.367722304608268,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276073687974,0.0001455460086439172,0.640670547960329,0.3315440113285321,1.6032294666361242e-05,9.324704111133722e-05,0.11015276073687974,0.0001455460086439172
tet_1.20,5.0,8,7.367722304608268,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276296251415,0.000994492783916963,0.640670547960329,0.3315440113285321,0.00010954612789473605,0.0006371422368146737,0.11015276296251415,0.000994492783916963
tet_1.20,5.0,8,7.367722304608268,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11015276286294952,0.0005700193962804412,0.640670547960329,0.3315440113285321,6.27892113857611e-05,0.0003651946389630062,0.11015276286294952,0.0005700193962804412
tet_1.20,5.0,9,8.955433474368029,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.14119557020708226,9.494976072917337e-05,0.49574372906371045,0.3902541579461961,1.340648560718166e-05,4.7070748457587453e-05,0.14119557020708226,9.494976072917337e-05
tet_1.20,5.0,9,8.955433474368029,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14119557020705725,9.494976072917185e-05,0.49574372906371045,0.3902541579461961,1.3406485607179072e-05,4.70707484575867e-05,0.14119557020705725,9.494976072917185e-05
tet_1.20,5.0,9,8.955433474368029,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14119557020705675,9.494976072917353e-05,0.49574372906371045,0.3902541579461961,1.3406485607179261e-05,4.7070748457587535e-05,0.14119557020705675,9.494976072917353e-05
tet_1.20,5.0,9,8.955433474368029,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.14119557020707177,9.494976072917399e-05,0.49574372906371045,0.3902541579461961,1.3406485607180752e-05,4.7070748457587765e-05,0.14119557020707177,9.494976072917399e-05
tet_1.20,5.0,9,8.955433474368029,xy+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.14119557020708032,9.49497607291712e-05,0.49574372906371045,0.3902541579461961,1.340648560718117e-05,4.707074845758638e-05,0.14119557020708032,9.49497607291712e-05
tet_1.20,5.0,9,8.955433474368029,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14119557020706297,9.49497607291736e-05,0.49574372906371045,0.3902541579461961,1.3406485607179861e-05,4.707074845758757e-05,0.14119557020706297,9.49497607291736e-05
tet_1.20,5.0,9,8.955433474368029,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.14119557020706663,9.494976072917311e-05,0.49574372906371045,0.3902541579461961,1.340648560718014e-05,4.707074845758733e-05,0.14119557020706663,9.494976072917311e-05
tet_1.20,5.0,9,8.955433474368029,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.14119557020707565,9.494976072917096e-05,0.49574372906371045,0.3902541579461961,1.3406485607180693e-05,4.707074845758626e-05,0.14119557020707565,9.494976072917096e-05
tet_1.20,5.0,9,8.955433474368029,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1411955798484053,0.0006235838860705076,0.49574372906371045,0.3902541579461961,8.804728837784723e-05,0.0003091378010646334,0.1411955798484053,0.0006235838860705076
tet_1.20,5.0,9,8.955433474368029,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.14119557938783,0.0003592668233998405,0.49574372906371045,0.3902541579461961,5.072688728476568e-05,0.00017810427476111043,0.14119557938783,0.0003592668233998405
tet_1.20,5.0,10,9.1898204578209,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.10701604615513019,0.00026628044503599724,0.7210656243238404,0.4029031669515124,2.8496280396180886e-05,0.0001920056753451114,0.10701604615513019,0.00026628044503599724
tet_1.20,5.0,10,9.1898204578209,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.10701604615512934,0.00026628044503599805,0.7210656243238404,0.4029031669515124,2.849628039618075e-05,0.000192005675345112,0.10701604615512934,0.00026628044503599805
tet_1.20,5.0,10,9.1898204578209,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.10701604615513084,0.000266280445036,0.7210656243238404,0.4029031669515124,2.8496280396181357e-05,0.00019200567534511338,0.10701604615513084,0.000266280445036
tet_1.20,5.0,10,9.1898204578209,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.10701604615512883,0.0002662804450359974,0.7210656243238404,0.4029031669515124,2.8496280396180544e-05,0.00019200567534511151,0.10701604615512883,0.0002662804450359974
tet_1.20,5.0,10,9.1898204578209,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.10701604615512945,0.00026628044503599626,0.7210656243238404,0.4029031669515124,2.8496280396180588e-05,0.0001920056753451107,0.10701604615512945,0.00026628044503599626
tet_1.20,5.0,10,9.1898204578209,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.10701604615512973,0.0002662804450359966,0.7210656243238404,0.4029031669515124,2.8496280396180697e-05,0.00019200567534511095,0.10701604615512973,0.0002662804450359966
tet_1.20,5.0,10,9.1898204578209,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.10701604615513109,0.0002662804450359961,0.7210656243238404,0.4029031669515124,2.8496280396181005e-05,0.0001920056753451106,0.10701604615513109,0.0002662804450359961
tet_1.20,5.0,10,9.1898204578209,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.10701604615512812,0.0002662804450359956,0.7210656243238404,0.4029031669515124,2.8496280396180165e-05,0.00019200567534511024,0.10701604615512812,0.0002662804450359956
