y,double_slit_intensity,double_slit_intensity_norm,one_slit_intensity,one_slit_intensity_norm
-0.29088,0.00023248531564182457,0.049281730560608944,6.673543281012097e-05,0.052833175899939064
-0.29016,0.00023434490191000782,0.049675921605190895,6.824301823119533e-05,0.054026702672477285
-0.28944,0.0002360591796303467,0.050039310460467896,6.976976959869116e-05,0.05523540276113763
-0.28872,0.00023762895274642037,0.050372067544647854,7.131573128872821e-05,0.056459311297652096
-0.288,0.0002390557914963978,0.05067452571339584,7.288094637432005e-05,0.05769846238210825
-0.28728,0.0002403420447365536,0.05094718287214615,7.446545661663707e-05,0.058952889076032286
-0.28656,0.0002414908499470669,0.05119070409710972,7.60693024563707e-05,0.0602226233955523
-0.28584,0.0002425061408505018,0.05140592325022304,7.769252300519288e-05,0.06150769630463684
-0.28512,0.00024339265257953613,0.051593844074592,7.933515603731646e-05,0.06280813770841348
-0.2844,0.0002441559243368555,0.05175564075833046,8.099723798115691e-05,0.06412397644656755
-0.28368,0.000244802299496821,0.05189265795611153,8.267880391109264e-05,0.06545524028681891
-0.28296,0.0002453389231053847,0.05200641025920512,8.437988753933165e-05,0.066801955918483
-0.28224,0.0002457737367418176,0.05209858110627821,8.610052120787874e-05,0.06816414894611134
-0.28152,0.0002461154707131463,0.0521710211287886,8.784073588060974e-05,0.0695418438832169
-0.2808,0.00024637363355963524,0.05222574592637982,8.960056113545033e-05,0.07093506414608222
-0.28008,0.00024655849885733247,0.052264933269313585,9.13800251566609e-05,0.07234383204765149
-0.27936,0.00024668108931145244,0.052290919726619776,9.317915472723172e-05,0.0737681687915099
-0.27864,0.00024675315814229163,0.05230619672032336,9.499797522138346e-05,0.07520809446594652
-0.27792,0.0002467871677733729,0.05231340600780367,9.683651059718054e-05,0.07666362803810635
-0.2772,0.00024679626583959787,0.05231533459605486,9.869478338925333e-05,0.07813478734822868
-0.27648,0.00024679425854133216,0.05231490909334295,0.00010057281470163246,0.07962158910397413
-0.27576,0.0002467955813785191,0.05231518950548702,0.00010247062420069691,0.08112404887484176
-0.27504,0.00024681526730711254,0.05231936248572922,0.0001043882301082335,0.08264218108667448
-0.27432,0.0002468689123682791,0.052330734048888036,0.00010632564919461283,0.08417599901625648
